Date,Open,High,Low,Close,Adj Close,Volume
2016-09-06,4.550000,4.570000,4.500000,4.530000,4.530000,7200
2016-09-07,4.540000,4.540000,4.400000,4.430000,4.430000,15300
2016-09-08,4.400000,4.500000,4.380000,4.460000,4.460000,13600
2016-09-09,4.440000,4.500000,4.190000,4.220000,4.220000,16600
2016-09-12,4.200000,4.300000,3.950000,3.950000,3.950000,33700
2016-09-13,3.960000,4.130000,3.860000,4.110000,4.110000,19700
2016-09-14,4.110000,4.280000,4.110000,4.250000,4.250000,10900
2016-09-15,4.200000,4.280000,4.030000,4.280000,4.280000,3800
2016-09-16,4.280000,4.310000,4.260000,4.290000,4.290000,6200
2016-09-19,4.270000,4.350000,4.270000,4.340000,4.340000,6700
2016-09-20,4.340000,4.350000,4.270000,4.270000,4.270000,3000
2016-09-21,4.300000,4.660000,4.280000,4.380000,4.380000,5700
2016-09-22,4.410000,4.740000,4.390000,4.390000,4.390000,17700
2016-09-23,4.620000,4.620000,4.430000,4.480000,4.480000,12900
2016-09-26,4.410000,4.450000,4.380000,4.390000,4.390000,6500
2016-09-27,4.350000,4.500000,4.350000,4.480000,4.480000,8100
2016-09-28,4.530000,4.570000,4.470000,4.470000,4.470000,11300
2016-09-29,4.460000,4.500000,4.460000,4.500000,4.500000,5200
2016-09-30,4.450000,4.670000,4.450000,4.500000,4.500000,26900
2016-10-03,4.400000,4.540000,4.390000,4.500000,4.500000,3900
2016-10-04,4.480000,4.570000,4.420000,4.470000,4.470000,7600
2016-10-05,4.400000,4.550000,4.400000,4.410000,4.410000,8900
2016-10-06,4.490000,4.510000,4.400000,4.450000,4.450000,11100
2016-10-07,4.490000,4.490000,4.400000,4.430000,4.430000,4700
2016-10-10,4.350000,4.420000,4.350000,4.400000,4.400000,4100
2016-10-11,4.420000,4.470000,4.380000,4.430000,4.430000,25800
2016-10-12,4.420000,4.430000,4.380000,4.400000,4.400000,5800
2016-10-13,4.500000,4.550000,4.380000,4.400000,4.400000,33900
2016-10-14,4.400000,4.410000,4.350000,4.390000,4.390000,4600
2016-10-17,4.370000,4.370000,4.330000,4.330000,4.330000,6000
2016-10-18,4.290000,4.380000,4.250000,4.320000,4.320000,13200
2016-10-19,4.310000,4.320000,4.270000,4.270000,4.270000,15400
2016-10-20,4.210000,4.310000,4.200000,4.240000,4.240000,10000
2016-10-21,4.170000,4.230000,4.060000,4.110000,4.110000,21700
2016-10-24,4.150000,4.150000,4.040000,4.080000,4.080000,15000
2016-10-25,4.090000,4.120000,4.080000,4.100000,4.100000,6300
2016-10-26,4.090000,4.090000,4.040000,4.060000,4.060000,5100
2016-10-27,4.050000,4.060000,4.000000,4.000000,4.000000,15400
2016-10-28,3.910000,3.990000,3.910000,3.950000,3.950000,14400
2016-10-31,3.920000,3.980000,3.920000,3.960000,3.960000,6900
2016-11-01,3.990000,3.990000,3.880000,3.970000,3.970000,12700
2016-11-02,3.950000,3.970000,3.880000,3.930000,3.930000,7300
2016-11-03,3.940000,3.980000,3.920000,3.950000,3.950000,10500
2016-11-04,3.950000,3.990000,3.950000,3.960000,3.960000,3400
2016-11-07,3.980000,4.000000,3.960000,3.990000,3.990000,7000
2016-11-08,4.000000,4.000000,3.950000,3.960000,3.960000,9100
2016-11-09,3.940000,4.040000,3.940000,4.040000,4.040000,6400
2016-11-10,4.000000,4.290000,3.950000,4.250000,4.250000,48600
2016-11-11,4.270000,4.500000,4.230000,4.380000,4.380000,32200
2016-11-14,4.360000,4.420000,4.240000,4.320000,4.320000,5400
2016-11-15,4.500000,4.500000,4.320000,4.410000,4.410000,31100
2016-11-16,4.440000,4.440000,4.350000,4.420000,4.420000,4900
2016-11-17,4.450000,4.490000,4.410000,4.490000,4.490000,11300
2016-11-18,4.500000,4.690000,4.490000,4.600000,4.600000,24800
2016-11-21,4.600000,4.700000,4.550000,4.610000,4.610000,40100
2016-11-22,4.610000,4.680000,4.160000,4.570000,4.570000,46600
2016-11-23,4.530000,4.600000,4.500000,4.570000,4.570000,13500
2016-11-25,4.530000,4.600000,4.480000,4.480000,4.480000,12500
2016-11-28,4.510000,4.580000,4.350000,4.400000,4.400000,16700
2016-11-29,4.370000,4.470000,4.020000,4.050000,4.050000,79900
2016-11-30,3.940000,4.200000,3.910000,3.990000,3.990000,50800
2016-12-01,3.950000,4.080000,3.950000,4.020000,4.020000,10400
2016-12-02,4.000000,4.020000,3.980000,4.000000,4.000000,6500
2016-12-05,3.970000,4.000000,3.950000,3.960000,3.960000,3300
2016-12-06,3.990000,4.130000,3.980000,4.050000,4.050000,20400
2016-12-07,4.010000,4.060000,3.920000,3.950000,3.950000,19900
2016-12-08,3.900000,3.980000,3.800000,3.800000,3.800000,19200
2016-12-09,3.750000,3.840000,3.710000,3.760000,3.760000,23300
2016-12-12,3.730000,3.760000,3.500000,3.530000,3.530000,15500
2016-12-13,3.540000,3.730000,3.500000,3.570000,3.570000,26200
2016-12-14,3.600000,3.740000,3.510000,3.520000,3.520000,10600
2016-12-15,3.490000,3.720000,3.280000,3.550000,3.550000,31200
2016-12-16,3.530000,3.540000,3.370000,3.540000,3.540000,30500
2016-12-19,3.520000,3.520000,3.410000,3.450000,3.450000,12000
2016-12-20,3.420000,3.500000,3.370000,3.370000,3.370000,8400
2016-12-21,3.420000,3.440000,3.270000,3.440000,3.440000,14200
2016-12-22,3.400000,3.680000,3.340000,3.680000,3.680000,34300
2016-12-23,3.630000,3.800000,3.620000,3.750000,3.750000,36700
2016-12-27,3.810000,3.810000,3.390000,3.750000,3.750000,53100
2016-12-28,3.800000,3.910000,3.720000,3.760000,3.760000,55700
2016-12-29,4.180000,4.460000,3.430000,3.870000,3.870000,1301400
2016-12-30,3.790000,4.040000,3.710000,3.920000,3.920000,137600
2017-01-03,4.160000,4.160000,3.560000,3.680000,3.680000,48400
2017-01-04,3.720000,3.760000,3.460000,3.520000,3.520000,83800
2017-01-05,3.510000,3.570000,3.270000,3.500000,3.500000,68300
2017-01-06,3.510000,3.860000,3.250000,3.350000,3.350000,111200
2017-01-09,3.400000,3.530000,3.150000,3.290000,3.290000,129200
2017-01-10,3.340000,3.630000,3.200000,3.420000,3.420000,140700
2017-01-11,3.410000,3.520000,3.210000,3.290000,3.290000,167900
2017-01-12,3.250000,3.470000,3.180000,3.360000,3.360000,222200
2017-01-13,3.320000,3.530000,3.270000,3.420000,3.420000,149600
2017-01-17,3.470000,3.490000,3.170000,3.320000,3.320000,113200
2017-01-18,3.310000,3.370000,3.150000,3.280000,3.280000,55800
2017-01-19,3.170000,3.290000,3.070000,3.180000,3.180000,114100
2017-01-20,3.050000,3.380000,2.930000,3.340000,3.340000,136700
2017-01-23,3.400000,3.670000,3.200000,3.430000,3.430000,241300
2017-01-24,3.460000,3.460000,3.170000,3.220000,3.220000,168900
2017-01-25,3.160000,3.360000,3.100000,3.170000,3.170000,145000
2017-01-26,3.170000,3.230000,2.970000,3.120000,3.120000,131200
2017-01-27,3.100000,3.270000,3.030000,3.180000,3.180000,75900
2017-01-30,3.160000,3.200000,3.000000,3.140000,3.140000,94200
2017-01-31,3.090000,3.300000,3.070000,3.230000,3.230000,87300
2017-02-01,3.150000,3.350000,3.130000,3.160000,3.160000,99100
2017-02-02,3.120000,3.300000,3.120000,3.300000,3.300000,126400
2017-02-03,3.310000,3.390000,3.200000,3.300000,3.300000,120900
2017-02-06,3.330000,3.330000,3.150000,3.200000,3.200000,22000
2017-02-07,3.230000,3.350000,3.100000,3.230000,3.230000,135700
2017-02-08,3.200000,3.230000,3.160000,3.210000,3.210000,27100
2017-02-09,3.320000,3.320000,3.210000,3.250000,3.250000,3900
2017-02-10,3.240000,3.310000,3.110000,3.260000,3.260000,57000
2017-02-13,3.170000,3.310000,3.110000,3.290000,3.290000,103800
2017-02-14,3.580000,3.580000,3.140000,3.170000,3.170000,39400
2017-02-15,3.210000,3.210000,3.140000,3.170000,3.170000,30600
2017-02-16,3.200000,3.250000,3.110000,3.150000,3.150000,28400
2017-02-17,3.150000,3.280000,3.120000,3.190000,3.190000,84500
2017-02-21,3.260000,3.300000,3.110000,3.130000,3.130000,103700
2017-02-22,3.170000,3.220000,3.070000,3.090000,3.090000,82600
2017-02-23,3.080000,3.150000,2.990000,3.000000,3.000000,81900
2017-02-24,2.980000,3.040000,2.930000,3.000000,3.000000,41400
2017-02-27,2.990000,3.130000,2.900000,2.920000,2.920000,37100
2017-02-28,2.930000,3.030000,2.930000,2.980000,2.980000,36000
2017-03-01,3.050000,3.180000,3.040000,3.090000,3.090000,31700
2017-03-02,3.090000,3.180000,3.020000,3.020000,3.020000,14800
2017-03-03,3.030000,3.200000,3.030000,3.100000,3.100000,13200
2017-03-06,3.150000,3.150000,2.860000,3.010000,3.010000,45700
2017-03-07,2.910000,3.200000,2.900000,3.130000,3.130000,80900
2017-03-08,3.160000,3.210000,3.080000,3.110000,3.110000,16300
2017-03-09,3.250000,3.250000,3.010000,3.010000,3.010000,37300
2017-03-10,3.020000,3.040000,2.990000,2.990000,2.990000,12200
2017-03-13,3.030000,3.160000,2.940000,3.020000,3.020000,87500
2017-03-14,3.050000,3.150000,3.050000,3.070000,3.070000,52800
2017-03-15,3.120000,3.120000,2.970000,2.990000,2.990000,55800
2017-03-16,2.970000,3.110000,2.950000,2.980000,2.980000,79800
2017-03-17,2.950000,3.060000,2.900000,3.010000,3.010000,79100
2017-03-20,2.970000,3.110000,2.970000,3.030000,3.030000,20500
2017-03-21,3.000000,3.040000,2.920000,2.950000,2.950000,27000
2017-03-22,2.940000,2.990000,2.900000,2.920000,2.920000,14500
2017-03-23,2.940000,2.980000,2.930000,2.960000,2.960000,3700
2017-03-24,2.920000,3.020000,2.920000,3.000000,3.000000,23500
2017-03-27,2.960000,3.080000,2.960000,2.960000,2.960000,43000
2017-03-28,2.970000,3.020000,2.960000,2.980000,2.980000,15900
2017-03-29,2.940000,3.040000,2.940000,3.010000,3.010000,28900
2017-03-30,3.030000,3.040000,2.990000,3.000000,3.000000,25500
2017-03-31,2.940000,3.010000,2.930000,2.960000,2.960000,32800
2017-04-03,2.900000,2.960000,2.760000,2.760000,2.760000,86400
2017-04-04,2.750000,2.860000,2.710000,2.720000,2.720000,22700
2017-04-05,2.750000,2.870000,2.650000,2.650000,2.650000,19900
2017-04-06,2.660000,2.720000,2.650000,2.720000,2.720000,10200
2017-04-07,2.790000,2.810000,2.700000,2.800000,2.800000,59100
2017-04-10,2.750000,2.930000,2.750000,2.880000,2.880000,95800
2017-04-11,2.890000,3.140000,2.870000,3.070000,3.070000,118400
2017-04-12,3.200000,3.200000,2.950000,3.070000,3.070000,87800
2017-04-13,3.150000,3.290000,3.110000,3.210000,3.210000,41600
2017-04-17,3.270000,3.480000,3.270000,3.300000,3.300000,23200
2017-04-18,3.280000,3.340000,2.970000,3.100000,3.100000,32300
2017-04-19,3.310000,3.310000,3.070000,3.080000,3.080000,45700
2017-04-20,3.080000,3.160000,2.970000,3.050000,3.050000,43900
2017-04-21,3.060000,3.170000,3.030000,3.100000,3.100000,29200
2017-04-24,3.100000,3.130000,3.000000,3.040000,3.040000,36100
2017-04-25,3.030000,3.050000,2.960000,2.980000,2.980000,11700
2017-04-26,2.940000,3.040000,2.940000,3.010000,3.010000,8200
2017-04-27,2.990000,3.030000,2.950000,2.960000,2.960000,23600
2017-04-28,2.990000,3.120000,2.990000,3.030000,3.030000,47000
2017-05-01,3.130000,3.160000,3.050000,3.160000,3.160000,16400
2017-05-02,3.150000,3.230000,3.100000,3.130000,3.130000,22700
2017-05-03,3.140000,3.180000,3.070000,3.090000,3.090000,16400
2017-05-04,3.140000,3.140000,3.030000,3.120000,3.120000,10800
2017-05-05,3.060000,3.120000,3.060000,3.100000,3.100000,2200
2017-05-08,3.120000,3.180000,3.090000,3.100000,3.100000,7600
2017-05-09,3.100000,3.180000,3.090000,3.090000,3.090000,9800
2017-05-10,3.110000,3.110000,2.960000,3.050000,3.050000,58900
2017-05-11,3.000000,3.020000,3.000000,3.000000,3.000000,3200
2017-05-12,2.970000,3.050000,2.970000,3.000000,3.000000,14900
2017-05-15,3.250000,3.250000,3.080000,3.140000,3.140000,15800
2017-05-16,3.180000,3.180000,3.110000,3.160000,3.160000,14400
2017-05-17,3.110000,3.110000,3.040000,3.040000,3.040000,10200
2017-05-18,3.030000,3.040000,2.990000,3.000000,3.000000,13400
2017-05-19,3.010000,3.010000,2.970000,3.000000,3.000000,11900
2017-05-22,3.150000,3.150000,3.020000,3.040000,3.040000,2600
2017-05-23,3.110000,3.110000,2.970000,3.000000,3.000000,14800
2017-05-24,2.970000,2.970000,2.830000,2.840000,2.840000,9800
2017-05-25,2.860000,3.000000,2.860000,2.870000,2.870000,6500
2017-05-26,2.950000,2.950000,2.820000,2.840000,2.840000,7800
2017-05-30,2.920000,2.920000,2.800000,2.860000,2.860000,18300
2017-05-31,2.850000,2.970000,2.800000,2.810000,2.810000,11800
2017-06-01,2.770000,2.890000,2.760000,2.760000,2.760000,8600
2017-06-02,2.900000,3.010000,2.750000,2.780000,2.780000,5500
2017-06-05,2.910000,2.910000,2.720000,2.720000,2.720000,6800
2017-06-06,2.650000,2.960000,2.520000,2.710000,2.710000,30700
2017-06-07,2.800000,2.900000,2.650000,2.650000,2.650000,28700
2017-06-08,2.650000,2.660000,2.600000,2.660000,2.660000,10100
2017-06-09,2.640000,2.810000,2.610000,2.610000,2.610000,7400
2017-06-12,2.840000,2.840000,2.600000,2.620000,2.620000,8100
2017-06-13,2.730000,2.860000,2.560000,2.570000,2.570000,25700
2017-06-14,2.600000,2.720000,2.520000,2.560000,2.560000,22700
2017-06-15,2.530000,2.660000,2.530000,2.630000,2.630000,17600
2017-06-16,2.560000,2.710000,2.530000,2.530000,2.530000,13500
2017-06-19,2.530000,2.730000,2.370000,2.380000,2.380000,8000
2017-06-20,2.500000,2.500000,1.930000,1.990000,1.990000,97000
2017-06-21,1.950000,2.290000,1.950000,2.250000,2.250000,34600
2017-06-22,2.260000,2.490000,2.260000,2.460000,2.460000,45900
2017-06-23,2.460000,2.630000,2.410000,2.630000,2.630000,45800
2017-06-26,2.610000,2.740000,2.610000,2.670000,2.670000,51600
2017-06-27,2.630000,2.650000,2.600000,2.630000,2.630000,10900
2017-06-28,2.680000,2.850000,2.620000,2.770000,2.770000,14100
2017-06-29,2.740000,2.900000,2.740000,2.790000,2.790000,19600
2017-06-30,2.780000,2.790000,2.710000,2.770000,2.770000,15800
2017-07-03,2.750000,2.800000,2.670000,2.800000,2.800000,10000
2017-07-05,2.750000,2.800000,2.750000,2.780000,2.780000,3200
2017-07-06,2.800000,2.800000,2.580000,2.640000,2.640000,50100
2017-07-07,2.890000,2.890000,2.730000,2.810000,2.810000,37900
2017-07-10,2.840000,2.970000,2.810000,2.890000,2.890000,34500
2017-07-11,2.900000,2.980000,2.880000,2.930000,2.930000,16700
2017-07-12,2.980000,3.160000,2.910000,3.130000,3.130000,42300
2017-07-13,3.100000,3.240000,3.050000,3.050000,3.050000,23900
2017-07-14,3.050000,3.170000,2.880000,2.880000,2.880000,39000
2017-07-17,2.810000,2.860000,2.780000,2.790000,2.790000,47100
2017-07-18,2.760000,2.960000,2.700000,2.860000,2.860000,21800
2017-07-19,2.850000,3.070000,2.850000,3.030000,3.030000,14000
2017-07-20,3.060000,3.100000,2.900000,3.030000,3.030000,93400
2017-07-21,3.060000,3.140000,3.000000,3.000000,3.000000,19600
2017-07-24,3.080000,3.080000,3.030000,3.040000,3.040000,22700
2017-07-25,3.020000,3.090000,2.950000,2.950000,2.950000,41600
2017-07-26,2.950000,3.050000,2.930000,2.980000,2.980000,7900
2017-07-27,3.000000,3.040000,2.970000,2.970000,2.970000,13000
2017-07-28,2.960000,3.040000,2.900000,2.970000,2.970000,10300
2017-07-31,2.950000,2.950000,2.880000,2.920000,2.920000,49500
2017-08-01,2.890000,2.910000,2.810000,2.910000,2.910000,9600
2017-08-02,2.860000,2.880000,2.770000,2.790000,2.790000,15800
2017-08-03,2.870000,2.870000,2.790000,2.840000,2.840000,6500
2017-08-04,2.850000,2.900000,2.830000,2.880000,2.880000,6600
2017-08-07,2.880000,2.910000,2.740000,2.820000,2.820000,14400
2017-08-08,2.780000,2.910000,2.780000,2.830000,2.830000,14400
2017-08-09,2.790000,2.860000,2.690000,2.750000,2.750000,8700
2017-08-10,2.910000,2.910000,2.680000,2.700000,2.700000,4500
2017-08-11,2.750000,2.810000,2.690000,2.800000,2.800000,25000
2017-08-14,2.780000,2.800000,2.650000,2.730000,2.730000,13400
2017-08-15,2.680000,2.710000,2.650000,2.680000,2.680000,4200
2017-08-16,2.700000,2.700000,2.600000,2.630000,2.630000,7100
2017-08-17,2.600000,2.610000,2.590000,2.610000,2.610000,13800
2017-08-18,2.610000,2.710000,2.600000,2.690000,2.690000,12500
2017-08-21,2.670000,2.680000,2.650000,2.680000,2.680000,1300
2017-08-22,2.610000,2.620000,2.430000,2.480000,2.480000,59400
2017-08-23,2.430000,2.610000,2.430000,2.560000,2.560000,39900
2017-08-24,2.520000,2.580000,2.370000,2.420000,2.420000,20400
2017-08-25,2.500000,2.560000,2.190000,2.270000,2.270000,85100
2017-08-28,2.320000,2.320000,2.120000,2.140000,2.140000,67900
2017-08-29,2.150000,2.400000,2.150000,2.250000,2.250000,198500
2017-08-30,2.240000,2.760000,2.240000,2.750000,2.750000,209400
2017-08-31,2.780000,2.880000,2.600000,2.690000,2.690000,82600
2017-09-01,2.720000,2.840000,2.610000,2.770000,2.770000,71600
2017-09-05,2.750000,2.750000,2.640000,2.680000,2.680000,19500
2017-09-06,2.690000,2.730000,2.580000,2.580000,2.580000,38300
2017-09-07,2.570000,2.720000,2.540000,2.720000,2.720000,36900
2017-09-08,2.700000,2.740000,2.620000,2.720000,2.720000,54100
2017-09-11,2.730000,3.700000,2.730000,3.430000,3.430000,342400
2017-09-12,3.100000,4.100000,3.100000,3.790000,3.790000,399400
2017-09-13,3.600000,4.200000,3.600000,3.670000,3.670000,341200
2017-09-14,3.690000,4.190000,3.510000,4.030000,4.030000,418500
2017-09-15,4.210000,4.330000,3.830000,4.090000,4.090000,373700
2017-09-18,4.030000,4.040000,3.660000,3.870000,3.870000,189800
2017-09-19,3.820000,4.480000,3.720000,4.260000,4.260000,893600
2017-09-20,4.300000,4.480000,3.680000,3.770000,3.770000,527000
2017-09-21,3.690000,3.870000,3.560000,3.760000,3.760000,203300
2017-09-22,3.760000,3.820000,3.420000,3.670000,3.670000,390500
2017-09-25,3.700000,3.790000,3.360000,3.660000,3.660000,334900
2017-09-26,3.620000,3.700000,3.530000,3.530000,3.530000,102800
2017-09-27,4.760000,4.870000,3.750000,3.810000,3.810000,4149800
2017-09-28,4.050000,4.130000,3.530000,3.780000,3.780000,1314400
2017-09-29,3.850000,4.100000,3.710000,3.770000,3.770000,663600
2017-10-02,3.700000,3.780000,3.450000,3.580000,3.580000,396100
2017-10-03,3.640000,3.660000,3.360000,3.560000,3.560000,475600
2017-10-04,3.600000,3.600000,3.210000,3.220000,3.220000,337600
2017-10-05,3.190000,3.470000,3.130000,3.360000,3.360000,333000
2017-10-06,3.300000,3.470000,3.170000,3.170000,3.170000,185700
2017-10-09,3.230000,3.370000,3.080000,3.220000,3.220000,210400
2017-10-10,3.300000,3.350000,3.090000,3.090000,3.090000,138900
2017-10-11,3.060000,3.140000,3.000000,3.090000,3.090000,215600
2017-10-12,3.050000,3.270000,2.920000,2.950000,2.950000,231200
2017-10-13,4.420000,4.540000,3.370000,3.580000,3.580000,8796500
2017-10-16,3.490000,3.520000,3.300000,3.450000,3.450000,715600
2017-10-17,3.370000,3.580000,3.280000,3.370000,3.370000,259000
2017-10-18,3.340000,3.350000,2.830000,3.170000,3.170000,698000
2017-10-19,3.100000,3.340000,3.040000,3.290000,3.290000,181000
2017-10-20,3.290000,3.390000,3.170000,3.320000,3.320000,197900
2017-10-23,3.350000,3.650000,3.300000,3.590000,3.590000,490800
2017-10-24,3.650000,3.690000,3.410000,3.500000,3.500000,226500
2017-10-25,3.450000,3.590000,3.380000,3.480000,3.480000,175000
2017-10-26,3.500000,3.730000,3.400000,3.510000,3.510000,270400
2017-10-27,3.490000,3.800000,3.460000,3.720000,3.720000,446300
2017-10-30,3.730000,3.780000,3.510000,3.640000,3.640000,121400
2017-10-31,3.600000,3.750000,3.430000,3.640000,3.640000,306700
2017-11-01,3.710000,3.740000,3.380000,3.450000,3.450000,433000
2017-11-02,3.400000,3.440000,3.200000,3.440000,3.440000,265400
2017-11-03,3.450000,3.650000,3.260000,3.640000,3.640000,215500
2017-11-06,3.610000,3.790000,3.580000,3.650000,3.650000,182400
2017-11-07,3.650000,3.710000,3.490000,3.540000,3.540000,104500
2017-11-08,3.570000,3.580000,3.430000,3.550000,3.550000,88400
2017-11-09,3.500000,3.540000,3.360000,3.390000,3.390000,144500
2017-11-10,3.420000,3.750000,3.390000,3.680000,3.680000,168500
2017-11-13,3.590000,3.840000,3.550000,3.710000,3.710000,284700
2017-11-14,4.010000,5.100000,3.800000,4.810000,4.810000,6448500
2017-11-15,4.600000,5.200000,4.360000,4.820000,4.820000,3715500
2017-11-16,4.750000,6.250000,4.750000,5.680000,5.680000,4276200
2017-11-17,5.810000,6.100000,5.500000,6.000000,6.000000,1504300
2017-11-20,5.970000,7.750000,5.940000,7.670000,7.670000,3437000
2017-11-21,7.100000,7.870000,6.790000,7.150000,7.150000,2243200
2017-11-22,7.030000,9.350000,7.030000,8.540000,8.540000,4193900
2017-11-24,9.380000,9.790000,8.550000,9.150000,9.150000,2109700
2017-11-27,9.330000,9.750000,8.360000,8.620000,8.620000,1843300
2017-11-28,8.430000,9.570000,7.520000,9.140000,9.140000,1932100
2017-11-29,9.210000,9.550000,8.250000,8.390000,8.390000,1197100
2017-11-30,8.300000,9.150000,8.050000,8.970000,8.970000,1651400
2017-12-01,8.830000,9.740000,8.150000,8.800000,8.800000,2055000
2017-12-04,8.790000,9.110000,7.610000,7.920000,7.920000,1337100
2017-12-05,7.990000,8.290000,7.630000,7.900000,7.900000,851300
2017-12-06,8.060000,8.380000,7.160000,7.500000,7.500000,1093000
2017-12-07,7.370000,7.720000,7.230000,7.410000,7.410000,797700
2017-12-08,7.530000,9.340000,7.380000,8.840000,8.840000,3242400
2017-12-11,9.030000,10.340000,8.400000,9.760000,9.760000,3623400
2017-12-12,9.770000,9.880000,8.350000,8.440000,8.440000,2946500
2017-12-13,8.520000,8.600000,7.600000,8.060000,8.060000,1953000
2017-12-14,8.620000,8.700000,7.200000,7.750000,7.750000,1797100
2017-12-15,7.730000,8.040000,7.050000,7.810000,7.810000,1918900
2017-12-18,9.030000,9.740000,8.250000,9.060000,9.060000,4624400
2017-12-19,9.260000,10.820000,9.100000,9.570000,9.570000,5640100
2017-12-20,9.590000,10.100000,8.650000,8.860000,8.860000,2581900
2017-12-21,8.900000,9.560000,8.710000,9.110000,9.110000,1241800
2017-12-22,9.090000,10.660000,8.750000,10.110000,10.110000,3839500
2017-12-26,10.300000,11.160000,9.870000,9.960000,9.960000,3562900
2017-12-27,9.970000,10.280000,9.600000,9.870000,9.870000,1468200
2017-12-28,10.220000,10.690000,9.860000,9.990000,9.990000,1963300
2017-12-29,9.970000,10.150000,9.610000,9.730000,9.730000,1032800
2018-01-02,9.760000,10.500000,9.210000,10.350000,10.350000,1597600
2018-01-03,10.380000,11.000000,10.040000,10.510000,10.510000,1357100
2018-01-04,11.150000,11.830000,10.850000,10.980000,10.980000,2424800
2018-01-05,10.960000,11.770000,10.520000,11.680000,11.680000,1472100
2018-01-08,11.950000,13.560000,11.880000,13.050000,13.050000,2927000
2018-01-09,13.120000,13.420000,12.610000,13.140000,13.140000,1738500
2018-01-10,12.960000,14.180000,12.280000,14.150000,14.150000,2332500
2018-01-11,13.820000,15.100000,13.770000,14.100000,14.100000,2007600
2018-01-12,14.060000,14.900000,13.320000,13.410000,13.410000,1648400
2018-01-16,13.690000,13.940000,12.660000,12.920000,12.920000,1576500
2018-01-17,13.000000,13.340000,12.380000,13.000000,13.000000,1017500
2018-01-18,13.050000,14.450000,12.750000,13.990000,13.990000,1476900
2018-01-19,13.870000,13.990000,12.800000,13.100000,13.100000,1833300
2018-01-22,12.840000,13.380000,12.260000,12.410000,12.410000,1329600
2018-01-23,12.310000,12.850000,12.110000,12.240000,12.240000,873900
2018-01-24,12.400000,12.480000,11.370000,11.750000,11.750000,1988200
2018-01-25,11.770000,12.280000,11.250000,11.980000,11.980000,1015400
2018-01-26,12.100000,12.500000,11.630000,11.710000,11.710000,982700
2018-01-29,11.560000,11.660000,10.570000,10.600000,10.600000,1348000
2018-01-30,10.180000,10.250000,8.420000,8.740000,8.740000,4134300
2018-01-31,9.730000,10.170000,9.090000,9.650000,9.650000,3776200
2018-02-01,9.550000,9.650000,8.820000,8.900000,8.900000,1477900
2018-02-02,9.310000,9.600000,8.900000,9.320000,9.320000,1844500
2018-02-05,9.690000,10.490000,9.110000,9.250000,9.250000,2263000
2018-02-06,8.860000,9.490000,5.500000,6.950000,6.950000,11525800
2018-02-07,7.410000,7.610000,6.010000,6.560000,6.560000,3480200
2018-02-08,6.450000,6.950000,6.170000,6.190000,6.190000,1873000
2018-02-09,6.030000,7.160000,5.900000,7.010000,7.010000,2447800
2018-02-12,7.110000,8.340000,7.110000,7.800000,7.800000,2311600
2018-02-13,7.500000,8.490000,7.500000,8.020000,8.020000,1561200
2018-02-14,7.940000,8.760000,7.810000,8.480000,8.480000,1394000
2018-02-15,8.620000,8.810000,7.530000,7.660000,7.660000,1809800
2018-02-16,7.600000,7.800000,7.260000,7.340000,7.340000,612800
2018-02-20,7.220000,7.480000,6.340000,6.730000,6.730000,1173300
2018-02-21,6.730000,7.360000,6.720000,6.900000,6.900000,787000
2018-02-22,6.880000,7.180000,6.590000,6.630000,6.630000,877700
2018-02-23,6.560000,6.950000,6.500000,6.790000,6.790000,1170100
2018-02-26,6.770000,7.400000,6.740000,7.330000,7.330000,785300
2018-02-27,7.250000,7.460000,6.910000,7.070000,7.070000,765400
2018-02-28,7.020000,7.640000,6.930000,7.480000,7.480000,815400
2018-03-01,7.450000,7.490000,6.600000,6.910000,6.910000,1004900
2018-03-02,6.550000,7.380000,6.550000,7.270000,7.270000,490100
2018-03-05,7.420000,7.900000,7.290000,7.580000,7.580000,865400
2018-03-06,7.730000,8.380000,7.430000,8.010000,8.010000,1036200
2018-03-07,7.830000,8.560000,7.710000,8.520000,8.520000,574500
2018-03-08,8.600000,9.280000,8.460000,8.980000,8.980000,812800
2018-03-09,9.180000,9.350000,8.630000,8.860000,8.860000,889300
2018-03-12,8.860000,9.700000,8.860000,9.400000,9.400000,1212900
2018-03-13,9.450000,9.680000,8.750000,8.980000,8.980000,736400
2018-03-14,9.010000,9.250000,8.750000,9.060000,9.060000,336100
2018-03-15,9.210000,9.240000,7.880000,8.410000,8.410000,779900
2018-03-16,8.380000,8.640000,8.020000,8.610000,8.610000,621000
2018-03-19,8.550000,8.590000,8.020000,8.530000,8.530000,479800
2018-03-20,8.540000,8.740000,8.240000,8.280000,8.280000,332900
2018-03-21,8.500000,8.540000,8.170000,8.270000,8.270000,385400
2018-03-22,7.980000,8.220000,7.280000,7.350000,7.350000,884800
2018-03-23,7.360000,7.820000,7.280000,7.440000,7.440000,520900
2018-03-26,7.610000,7.720000,7.110000,7.540000,7.540000,628300
2018-03-27,7.630000,7.750000,7.060000,7.170000,7.170000,442000
2018-03-28,7.070000,7.420000,6.720000,7.130000,7.130000,588600
2018-03-29,7.180000,7.320000,5.400000,5.680000,5.680000,2310700
2018-04-02,5.570000,7.000000,5.550000,5.990000,5.990000,1262000
2018-04-03,6.160000,6.280000,5.750000,6.000000,6.000000,627700
2018-04-04,5.850000,6.390000,5.630000,6.090000,6.090000,738700
